Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Guest Houses,ANON REST,"YAPAGAMA, MATALE ROAD, DAMBULLA",18,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653899,7.846443
Guest Houses,HOTEL WESTEERN,"NO. 35, FRANKFURT PLACE, COLOMBO 04",44,A,Colombo,Colombo,Colombo Divisional Secretariat,79.855433,6.883914
Guest Houses,HOTEL GREEN VALLEY,"OLD COLOMBO ROAD, HANWELLA",18,A,Colombo,Colombo,Colombo Divisional Secretariat,80.077071,6.909187
Guest Houses,LAGOON GARDEN,"KALAWILAWATTA, MORAGALLA, ALUTHGAMA",5,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.991388,6.445224
Guest Houses,HOTEL ELEPHANT VIEW,"PINNAWALA, RAMBUKKANA",4,A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.385921,7.298837
Guest Houses,HOTEL ROSILU,"NO. 60/5/A, KANDY ROAD, THIHARIYA, KALAGEDIHENA",6,B,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.068738,7.124225
Guest Houses,ISHAN HOTEL,"NO. 583, COLOMBO ROAD, UTUWANKANDA, MAWANELLA",10,A,Kegalle,Kegalle,Mawanella Divisional Secretariat,80.428744,7.2519
Guest Houses,SURFING VILLA,"WELHANGODA, AHANGAMA,",6,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.348913,5.978203
Guest Houses,HOTEL BLUE NOTE,"NO. 424, GALLE ROAD, HIKKADUWA",9,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.104097,6.12801
Guest Houses,OLANKA HOTEL AND RESTAURANT,"NO. 9TH LANE, MILE POST, KARUWALAGASWEWA, PUTTLAM",8,B,Puttalam,Karuwalagaswewa Pradeshiya,Karuwalagaswewa Divisional Secretariat,79.959919,8.057558
Guest Houses,HOTEL SUMADAI,"NO. 61, BANDARAWATHTHA, BERUWALA",21,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.975532,6.467535
Guest Houses,VILLA PALMA BEACH RESORT,"BEACH ROAD, PAMUNUGAMA, JA-ELA",19,A,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.84844,7.085179
Guest Houses,AIR LINK REST INN,"NO. 580, NEGOMBO ROAD, SEEDUWA",15,A,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.877075,7.12633
Guest Houses,AUBRONA HOTEL,"NO. 81, NEW ROAD, HUNUPITIYA WATTALA",50,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.907996,6.982729
Guest Houses,HOTEL DHAMMIKA,"YADDEHIMULLA ROAD, UNAWATUNA, GALLE",6,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.246331,6.009779
Guest Houses,AMALYA REACH RESORT,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",16,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.021092,6.840281
Guest Houses,ASIAN JEWEL HOTEL,"""FIELD VIEW"", BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA",7,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118417,6.14168
Guest Houses,LEOPARD DEN,"WILPATTU JUNCTION, PAHALAMARAGAHAWEWA",12,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.202998,8.260678
Guest Houses,NEW IMPERIAL GUEST HOUSE,"NO. 500, GALLE ROAD, WEWALA, HIKKADUWA",5,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.10559,6.127181
Guest Houses,NEDAGAMUWA VILLAGE INN,"NO. 76, UDUGAMPOLA ROAD, NEDUGAMUWA, KOTUGODA",7,A,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94518,7.122843
Guest Houses,DIYALUMA FALLS INN,"NO. 14, DIYALUMA, KOSLANDA",9,A,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,81.030733,6.72828
Guest Houses,NATHALIA TOURIST HOTEL,"NO. 636/1, LIYANAGEMULLA, SEEDUWA",12,B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874098,7.146048
Guest Houses,RAASHI LAKE RESORT,"374/4, GALLE ROAD, GORAKANA, KESELWATTE",16,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.896623,6.764255
Guest Houses,SRI GEMUNU GUEST HOUSE,"DALAWELLA, UNAWATUNA, GALLE",20,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.262016,6.000509
Guest Houses,VICTORIYA REACH TOURIST GUEST HOUSE,"133/2, HANGURANKETHA ROAD, GURUDENIYA.",6,B,Kandy,Kandy,Kandy Divisional Secretariat,80.673613,7.275099
Guest Houses,VICTORY INN,"NO. 65, WELLAWAYA ROAD, MONARAGALA",12,A,Moneragala,Thissamaharama,Moneragala Divisional Secretariat,81.347934,6.868747
Guest Houses,SUMMER CLUB,"RIVER VIEW ROAD, HIRANA, PANADURA",5,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.945353,6.743163
Guest Houses,SOUTH BEACH RESORT,"POLOYAMODARA WATTHA, KATHALUWA, AHANGAMA",22,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.336367,5.982629
Guest Houses,ST. LACHLAN HOTEL AND SUITES,"NO. 25, ST ANTHONYS LANE, ETHUKALA, NEGOMBO",16,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842631,7.24018
Guest Houses,SEA VIEW GUEST HOUSE,"DEVALA ROAD, UNAWATUNA, GALLE",12,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.243747,6.010399
Guest Houses,SERENE BRIDGE RESORT,"NO. 182/2, HIGH LEVEL ROAD, WATARAKA, PADUKKA",10,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.078141,6.854048
Guest Houses,HOTEL MIYORA,"YATIBERIYA, PITAWALA, NAWALAPITIYA",22,A,Nuwara Eliya,Nawalapitiya,Nuwara Eliya Divisional Secretariat,80.43517,6.990179
Guest Houses,OLD FASHION GUEST HOUSE,"NO. 18, GAMPAHA ROAD, AMBAGAHAWATTA, MINUWANGODA",5,B,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94703,7.163702
Guest Houses,HIDEAWAY RESORT,"ULLE, POTTUVIL",13,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831908,6.841615
Guest Houses,SUNRAY INN,"NO. 156, KANDY ROAD, DAMBULLA",8,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.652218,7.861287
Guest Houses,OCEAN VIEW TOUR INN,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",23,A,Colombo,Colombo,Mount Lavinia,79.863653,6.839774
Guest Houses,GREEN INN RESTAURANT,"NO.60, KANDY ROAD, CHUNDIKULI, JAFFNA",7,B,Jaffna,Jaffna,Aluthgama,80.027023,9.660214
Guest Houses,NEW GREEN INN RESTAURANT,"NO.258/3, KANDY ROAD, JAFFNA",7,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.027023,9.660209
Guest Houses,PILLAIAR INN AND PILLAIAR STORES,"NO. 31, MANIPAY ROAD, JAFFNA",22,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009551,9.670069
Guest Houses,JAYS HOLIDAY RESORT,"THREESINGHAGAMA, MORAGASWAWE, HABARANA",8,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.76564,8.029694
Guest Houses,J.CS VILLAGE,"NO. 175, KANDY ROAD, KAPUWATTA, DAMBULLA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.655484,7.838936
Guest Houses,JAFFNA CITY HOTEL,"NO. 70/06, K. K. S ROAD, JAFFNA",8,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009635,9.665792
Guest Houses,JOES HABARANA VILLAGE,"NO. 107, MILE POST, KIMBISSA.",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.72963,7.997661
Guest Houses,NATURE TRAILS HOTEL,"NO. 234, POLONNARUWA ROAD, GIRITHALE",6,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.959299,8.029267
Guest Houses,SUPERSTAR TOURIST INN,"NO. 23/1, YARD ROAD, KALMUNAI 01",15,B,Ampara,Kalmunai,Kalmunai Divisional Secretariat,81.824219,7.420669
Guest Houses,HOTEL SANSU,"NO.651/31- B, ELVITIGALA MAWATHA, COLOMBO 05",18,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.877542,6.888832
Guest Houses,GREEN GRASS HOTEL & RESTAURANT,"NO. 33, ASEERVATHAM LANE, HOSPITAL ROAD, JAFFNA",25,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.021882,9.664293
Guest Houses,OCEAN DREAMS HOTEL,"JANISGEWATTA,""ARANWALA"",MATARA RD,AHANGAMA",13,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.376404,5.966579
Guest Houses,S.T .RAAJ RESTAURANT AND GUEST HOUSE,"OLD HOSPITAL ROAD,AKKARAIPATTU-09",6,C,Ampara,Ampara,Alayadiwembu Divisional Secretariat,81.856883,7.206247
Guest Houses,WASANTHA GUEST HOUSE & RESTAURANT,"AMBALANGODA ROAD,ELPITIYTA.",18,B,Galle,Ambalangoda,Elpitiya Divisional Secretariat,80.054295,6.232812
Guest Houses,LALUNA HOTEL,"NO.6,KALUWAMODARA,ALUTHGAMA.",14,B,Kalutara,Aluthgama,Aluthgama,79.994732,6.435952
Guest Houses,HOTEL SELLA REST,"NO.46, KANAKAPURAM ROAD, UTHAYANGAR WEST, KILINOCHCHI.",10,B,Kilinochchi,Karachchi,Karachchi,80.396111,9.383397
Guest Houses,"TAPROSPA ""TISSA""","NO.15,TISSAWEWA ROAD,TISSAMAHARAMA.",15,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.290697,6.291296
Guest Houses,PALACE MIRISSA,"KOPPARAMULLA,MIRISSA.",13,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.454304,5.94293
Guest Houses,LOON TAO,"43\12 BEACH ROAD,MOUNT LAVINIA.",5,B,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.863186,6.839039
Guest Houses,BEACH HOTEL BLACK ORCHID,"GALLE ROAD, KIKAWALA, INDURUWA",10,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.009809,6.381604
Guest Houses,CHAYANIKA BEACH HOTEL,"NO. 21, FONSEKA LANE, KALUTARA NORTH",22,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.954171,6.595533
Guest Houses,SERENDIPITY HOLIDAY RESORT,"NO. 73/1 A, KALAVILAWATTA, KALUWAMODARA, ALUTHGAMA",9,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989221,6.447703
Guest Houses,SANDAKELUM TOURIST GUEST HOUSE,"NO. 29, PARK AVANUE, DANGOLLA, KANDY",13,A,Kandy,Kandy,Kandy Divisional Secretariat,80.61017,7.267498
Guest Houses,HANWELLA REST HOUSE,HANWELLA,8,B,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,80.082467,6.910321
Guest Houses,REGGIES GUEST HOUSE AND RESTAURANT,"NO.177,PORUTHOTA ROAD,PALAGATHURAI,KOCHCHIKADE,NEGOMBO.",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.841888,7.249863
Guest Houses,AYURVEDA SHUNYATA VILLA,"NO:660/A,GALLE ROAD,GALABODA,INDURUWA",5,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.008527,6.384861
Guest Houses,MEDAWACHCHIYA REST HOUSE,MEDAWACHCHIYA,4,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.415532,8.323678
Guest Houses,KITHULGALA REST HOUSE,KITHULGALA,19,A,Kegalle,Yatiyantota Pradeshiya Sabha,Yatiyanthota Divisional Secretariat,80.405998,6.995549
Guest Houses,BELIHULOYA REST HOUSE,BELIHULOYA,15,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.769503,6.717253
Guest Houses,CHANUKA TOURIST GUEST HOUSE,"NO:29,FRANCES ROAD,WELLAWATTA,COLOMBO 06",10,B,Colombo,Colombo,Colombo Divisional Secretariat,79.858306,6.875813
Guest Houses,KAMVELTA HOLIDAY RESORT,"KINDELPITIYA JUNCTION,WELMILLA,BANDARAGAMA",6,A,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,79.957457,6.751599
Guest Houses,ELEMENTS WATER SPORTS & NATURE RESORT,"KAPPALADY,KALPITIYA.",5,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.705919,8.134297
Guest Houses,GUNNERS' CLUB,"ARTILLERY COMPLEX ,MINNERIYA",16,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.90291,8.061251
Guest Houses,THE OCEAN PEARL HOTEL NEGOMBO.,"NO:262,PORUTHOTA ROAD,PALAGETHURE,KOCHCHIKADE.",12,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.842497,7.254093
Guest Houses,NEW YORK BEACH CLUB,"PORUTHOTA ROAD,NEGAMBO",5,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.84165,7.238395
Guest Houses,B.N.C GUEST HOUSE,"POLKOTUWA,GALLE ROAD,BERUWALA",13,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.983553,6.482415
Guest Houses,A9 SPOT,"158,A9 ROAD,THONDAMAN NAGAR, KILINOCHCHI.",8,A,Kilinochchi,Karachchi,Karachchi,80.408421,9.360176
Guest Houses,SUN AND MOON RESORT,"104/8, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",8,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.994143,6.438851
Guest Houses,CLUB PENTHOUSE ISLAND RESORT,"NO:22/1,TUDUWA JUNCTION,DAMPE ,PILIYANDALA",8,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.924172,6.756206
Guest Houses,APSARA RESORT,"539,KANDY ROAD,MALWATTA, NITTAMBUWA.",10,A,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.07915,7.133494
Guest Houses,SHANTHI GUEST HOUSE,"DALAWELLA,UNAWATUNA,GALLE.",13,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.261613,6.000796
Guest Houses,MAWELLA BEACH RESORT,"MAHAWELA ROAD,MORAKETIYA,NAKULUGAMA,TANGALLE",10,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.747598,5.999027
Guest Houses,GRAND ELLA MOTEL,ELLA,14,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.049067,6.871321
Guest Houses,HOTEL NILKETHA VILLA,"NO:139,OLD MIHINTALE ROAD,ANURADHAPURA",15,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.411506,8.354155
Guest Houses,BIG JOHN GUEST HOUSE,"NO. 47, ALBERT PLACE, DEHIWALA,",17,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.860757,6.858268
Guest Houses,CONCORD GUEST HOUSE,"NO. 141, GALLE ROAD, DEHIWALA",30,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865687,6.855363
Guest Houses,SEA VIEW HOTEL & GUEST HOUSE,"10TH MILE POST, GOPALAPURAM, NILAVALI, TRINKOMALEE",11,A,Trincomalee,Trincomalee,Kuchchaveli Divisional Secretariat,79.915124,6.688123
Guest Houses,RIVER VIEW WATSALA INN,"ADAMSPEAK, DELHOUSE, MASKELIYA",31,B,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Nuwara Eliya Divisional Secretariat,80.526538,6.827108
Guest Houses,SIGN OF LIFE RESORT,"ATURUWELLA, INDURUWA",9,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.009084,6.377266
Guest Houses,KANDYAN ARTS RESIDENCY,"NO: 839, PERADENIYA ROAD, KANDY",13,A,Kandy,Kandy,Gagawata,80.615529,7.276996
Guest Houses,K.G.A.ARIYAWAN REST,"K.P.66, 1ST AVANUE, NAWAGAMPURA,AMPARA.",31,A,Ampara,Ampara,Ampara Divisional Secretariat,81.69295,7.294888
Guest Houses,LIYANKA GUEST HOUSE,"NO:110/1,SRI DEVANANDA ROAD,PILIYANDALA.",6,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.918339,6.803928
Guest Houses,ASIRI REST HOUSE,"242,WIJENAYAKE MAWATHA,EHELIYAGODA.",5,A,Ratnapura,Eheliyagoda Pradeshiya Sabha,Eheliyagoda Divisional Secretariat,79.95363,6.596046
Guest Houses,BASTIAN HOTEL,"37/11,KANDY ROAD,JAFFNA",13,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.025745,9.659292
Guest Houses,LAVENDISH BEACH RESORT,"GANAHENA,UNAWATUNA,GALLE",15,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.252783,6.007163
Guest Houses,BRIGHT BRAVO HOTEL,"3RD FLOOR,MUNICIPAL SHOPPING COMPLEX,KURUNEGALA",12,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.36472,7.487292
Guest Houses,BEACH VIEW TOURIST GUEST HOUSE,"57,PORUTHOTA RD,ETHUKALA,NEGOMBO",15,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.840878,7.227449
Guest Houses,CENTAURIA HILL RESORT,"305/2, COLOMBO ROAD, WERALUPA, RATHNAPURA.",14,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.390439,6.697089
Guest Houses,CRYSTAL VILLAS,"GALLE - MATARA ROAD, PELENA, WELIGAMA.",6,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.429656,5.975737
Guest Houses,NEW CHAMARA REST,"7/5,KARAUKETIYA ROAD,BALANGODA.",11,B,Ratnapura,Balangoda,Balangoda Divisional Secretariat,80.699252,6.646762
Guest Houses,CEYBANK REST - ANURADHAPURA,"JAYANTHI MAWATHA, ANURADHAPURA.",20,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4077,8.340685
Guest Houses,JKAB PARK HOTEL,"NO.93, LOVE LANE, NILAVELI ROAD, TRINCOMALEE.",13,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.216748,8.593913
Guest Houses,DEPHANI BEACH GUEST HOUSE & RESTAURANT,"189/15,LEWIS PLACE,NEGOMBO",12,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.839924,7.22777
Guest Houses,DALMANUTA,"21, MEEGAMA, ROAD, WARAPITIYA, DHARGATOWN.",9,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,80.022022,6.434796
Guest Houses,DHANAWWA TOURIST RESORT,"NO:46,COLOMBO ROAD,MALPITIYA,BOYAGANE",5,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.341247,7.443756
Guest Houses,GANGA GARDEN,"126/27, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",5,B,Kalutara,Aluthgama,Beruwala Divisional Secretariat,79.99412,6.437746
Guest Houses,GAYAN GUEST HOUSE,"ELAKAKA ROAD, KANAHENTOTA, HABURUGALA.",5,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.798941,6.031898
Guest Houses,GREEN WOODS HOLIDAY INN,"NO.301, BANDARAWELA ROAD, BADULLA.",14,B,Badulla,Badulla,Badulla Divisional Secretariat,81.055286,6.990582
Guest Houses,GAJAMADARA WALAUWA,"75, KURUNEGALA ROAD, POLGAHAWELA.",8,A,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,80.30267,7.340999
Guest Houses,GOVERNORS CHALETS,"BADULLA, ROAD, NUWARAELIYA.",6,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.777807,6.956578
Guest Houses,HOTEL SILANMO,"BANDARAMULLA,MIRISSA",15,A,Matara,Weligama,Weligama Divisional Secretariat,80.461384,5.944065
Guest Houses,HAPPY KENT HOTEL,"MAHASENPURA,KATARAGAMA RD,TISSAMAHARAMA",19,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.29623,6.292301
Guest Houses,HOTEL ORCHID INN,"NO.571/6, GALLE ROAD, COLOMBO 06.",20,B,Colombo,Colombo,Colombo Divisional Secretariat,79.86393,6.865113
Guest Houses,HOTEL OSHIN,"NO.621, KANDY ROAD,ANDANKULAMA, TRINCOMALEE.",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.194631,8.588839
Guest Houses,HASARA GUEST HOUSE,"NO.01, WEKUNUGODA ROAD, GALLE.",20,A,Galle,Galle,Galle Divisional Secretariat,80.206286,6.04959
Guest Houses,HOTEL MAPURA,"61,COLOMBO ROAD,KIRIBATHKUMBURA",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.574673,7.267232
Guest Houses,HOTEL PANCHI VILLA,"KURUWATTA, WARAHENA, BENTOTA.",8,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.005938,6.400549
Guest Houses,HOTEL SILVER SANDS,"229,LEWIS PLACE,NEGOMBO",15,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.840374,7.228771
Guest Houses,KANDY HOLIDAY HOME,"51/30, BANGALAWATTA, LEWELLA, KANDY.",10,A,Kandy,Kandy,Kandy Divisional Secretariat,80.653874,7.297828
Guest Houses,INNAMALUWA INN,"SIGIRIYA RD,INNAMALUWA",10,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.693661,7.927465
Guest Houses,KOTTAWATTA VILLAGE INN,"THIMBOLKETIYA, KOLAMBAGEARA.",6,B,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.80106,6.406341
Guest Houses,KUSUM NADIYA,"NEGOMBO ROAD, KURUNEGALA.",10,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.335617,7.476941
Guest Houses,LAKE VIEW GARDEN HOTEL,"KANDY ROAD,MATALE JUNCTION, KURUNDANKULAMA, ANURADHAPURA.",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.444118,8.347579
Guest Houses,HOTEL LION INN,"BINDUNUWEWA, BANDARAWELA.",19,A,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,81.003221,6.837185
Guest Houses,LAKE VIEW INN,"06, LIOYDS AVENUE, BATTICALOA.",9,B,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.697994,7.715671
Guest Houses,LUNUGALA REST HOUSE,"REST HOUSE, LUNUGALA.",3,B,Badulla,Badulla,Lunugala Divisional Secretariat,81.201067,7.038551
Guest Houses,MAYURA BEACH RESORT,"NO.33A, BEACH ROAD, MATARA.",16,B,Matara,Matara,Matara Divisional Secretariat,80.553861,5.942909
Guest Houses,MILANO TOURIST REST,"596/40, STAGE 01, ANURADHAPURA.",8,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.417125,8.325037
Guest Houses,PANWILA REST HOUSE,"PANWILA REST HOUSE,PANWILA",5,B,Kandy,Kandy,Panvila Divisional Secretariat,80.723812,7.364177
Guest Houses,REST HOUSE-PADUKKA,"REST HOUSE,HORANA ROAD,PADUKKA",3,B,Colombo,Colombo,Padukka Divisional Secretariat,80.092341,6.841294
Guest Houses,PARADIES HOLIDAY INN,"539/4,SAMUDRI MAWATHA,MALAWANA,BIYAGAMA",8,C,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.003701,6.961295
Guest Houses,REST HOUSE -KAKIRAWA,"THLAWA ROAD,KAKIRAWA",3,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.593785,8.041418
Guest Houses,PARADISE BEACH CLUB,"140, GUNASIRI NAHIMI MAWATHA, MIRISSA.",40,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.457395,5.945335
Guest Houses,RAIN FOREST LODGE,"RAIN FOREST LODGE, GALKUBURA HENYAYA, TEMPLE ROAD, DENIYAYA",9,B,Matara,Matara,Kotapola Divisional Secretariat,80.549579,6.343899
Guest Houses,SISILA TOURIST INN,"KURUNAGALA RD,AMBEPUSSA,WARAKAPOLA",15,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,80.213027,7.244146
Guest Houses,ROY VILLA BEACH HOTEL,"NAINNAWATTA,1ST CROSS STREET,PAYAGALA.",12,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.973852,6.535184
Guest Houses,SAMAN REST,"235,NEW ROAD,AMBALANGODA",5,B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,80.054098,6.237236
Guest Houses,SAN VILLA,"NO:405/2,PILIYANDALA ROAD,MAHARAGAMA",15,B,Colombo,Maharagama,Maharagama Divisional Secretariat,79.932747,6.835733
Guest Houses,SUITE LANKA HOTEL,"THIRANAGAMA,HIKKADAWA",7,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.115549,6.119985
Guest Houses,SANDY RIVER INN,"NO 16/1,DEVANI RAJASINGHE MW,GATAMBE,KANDY",9,B,Kandy,Kandy,Kandy Divisional Secretariat,80.606801,7.277312
Guest Houses,SEA LINE,"NO.1/108,PETTIGALAWATTA,GALLE",12,B,Galle,Galle,Galle Divisional Secretariat,80.223402,6.036901
Guest Houses,THAMPA TOURIST HOTEL & INN,"10,1ST LANE,SINNAPUTHUKULAM,VAUNIYA",19,A,Vavuniya,Vavuniya,Vavuniya,80.510586,8.745916
Guest Houses,WELIGAMA BAY RESORT,"MATARA ROAD,PELENA,WELIGAMA",24,A,Matara,Weligama,Weligama Divisional Secretariat,80.440137,5.972813
Guest Houses,TAPROSPA LABOOKELLIE VILLA,"LABOOKELLIE ESTATE,LABOOKELLIE,NUWARAELIYA",5,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.718587,7.024754
Guest Houses,THAMBAPANNI RETREAT,"YADDEHIMULLA,UNAWATUNA,GALLE",18,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.243394,6.011141
Guest Houses,THAPROBAN ROOMS AND RESTAURANT,"72,YADDEHIMULLA,UNAWATUNA",14,A,Galle,Galle,Galle Divisional Secretariat,80.240417,6.009545
Guest Houses,REST HOUSE - WELLAWAYA,"ELLA ROAD,WALLAWAYA",5,B,Moneragala,Null,Moneragala Divisional Secretariat,81.101003,6.732291
Guest Houses,UNAWATUNA NOR-LANKA HOTEL,"PALUGEDARAWATTA,PEELLAGODA,UNAWATUNA",14,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.249097,6.012171
Guest Houses,VIBRATION HOTEL,"495,,GALLE ROAD,WEWALA,HIKKADUWA.",6,B,Galle,Galle,Hikkaduwa Divisional Secretariat,80.106735,6.126787
Guest Houses,THINAKKURAL REST,"45,CHETTY STREET LANE,NALLUR,JAFFNA",12,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.031402,9.670557
